Date,Open,Close,Highest,Lowest
2020-07-31,102.88375,106.26,106.415,100.825
2020-08-03,108.2,108.9375,111.636425,107.8925
2020-08-04,109.1325,109.665,110.79,108.3875
2020-08-05,109.3775,110.0625,110.3925,108.8975
2020-08-06,110.405,113.9025,114.4125,109.7975
2020-08-07,113.205,111.1125,113.675,110.2925
2020-08-10,112.6,112.7275,113.775,110.0
2020-08-11,111.96875,109.375,112.4825,109.106675
2020-08-12,110.4975,113.01,113.275,110.2975
2020-08-13,114.43,115.01,116.0425,113.9275
2020-08-14,114.82875,114.9075,115.0,113.045
2020-08-17,116.0625,114.6075,116.0875,113.962525
2020-08-18,114.3525,115.5625,116.0,114.0075
2020-08-19,115.98325,115.7075,117.1625,115.61
2020-08-20,115.75,118.275,118.392,115.733375
2020-08-21,119.2625,124.37,124.868,119.25
2020-08-24,128.6975,125.8575,128.785,123.93625
2020-08-25,124.6975,124.825,125.1793,123.0525
2020-08-26,126.179125,126.5225,126.9925,125.0825
2020-08-27,127.1425,125.01,127.485,123.8325
2020-08-28,126.0125,124.8075,126.4425,124.5775
2020-08-31,127.58,129.04,131.0,126.0
2020-09-01,132.76,134.18,134.8,130.53
2020-09-02,137.59,131.4,137.98,127.0
2020-09-03,126.91,120.88,128.84,120.5
2020-09-04,120.07,120.96,123.7,110.89
2020-09-08,113.95,112.82,118.99,112.68
2020-09-09,117.26,117.32,119.14,115.26
2020-09-10,120.36,113.49,120.5,112.5
2020-09-11,114.57,112.0,115.23,110.0
2020-09-14,114.72,115.355,115.93,112.8
2020-09-15,118.33,115.54,118.829,113.61
2020-09-16,115.23,112.13,116.0,112.04
2020-09-17,109.72,110.34,112.2,108.71
2020-09-18,110.4,106.84,110.88,106.09
2020-09-21,104.54,110.08,110.19,103.1
2020-09-22,112.68,111.81,112.86,109.16
2020-09-23,111.62,107.12,112.11,106.77
2020-09-24,105.17,108.22,110.25,105.0
2020-09-25,108.43,112.28,112.44,107.67
2020-09-28,115.01,114.96,115.32,112.78
2020-09-29,114.55,114.09,115.31,113.57
2020-09-30,113.79,115.81,117.26,113.62
2020-10-01,117.64,116.79,117.72,115.83
2020-10-02,112.89,113.02,115.37,112.22
2020-10-05,113.91,116.5,116.65,113.55
2020-10-06,115.7,113.16,116.12,112.25
2020-10-07,114.62,115.08,115.55,114.13
2020-10-08,116.25,114.97,116.4,114.5901
2020-10-09,115.28,116.97,117.0,114.92
2020-10-12,120.06,124.4,125.18,119.2845
2020-10-13,125.27,121.1,125.39,119.65
2020-10-14,121.0,121.19,123.03,119.62
2020-10-15,118.72,120.71,121.2,118.15
2020-10-16,121.28,119.02,121.548,118.81
2020-10-19,119.96,115.98,120.419,115.66
2020-10-20,116.2,117.51,118.98,115.63
2020-10-21,116.67,116.87,118.705,116.45
2020-10-22,117.45,115.75,118.04,114.59
2020-10-23,116.39,115.04,116.55,114.28
2020-10-26,114.01,115.05,116.55,112.88
2020-10-27,115.49,116.6,117.28,114.5399
2020-10-28,115.05,111.2,115.43,111.1
2020-10-29,112.37,115.32,116.93,112.2
2020-10-30,111.06,108.86,111.99,107.72
2020-11-02,109.11,108.77,110.68,107.32
2020-11-03,109.66,110.44,111.49,108.73
2020-11-04,114.14,114.95,115.59,112.35
2020-11-05,117.95,119.03,119.62,116.8686
2020-11-06,118.32,118.69,119.2,116.13
2020-11-09,120.5,116.32,121.99,116.05
2020-11-10,115.55,115.97,117.59,114.13
2020-11-11,117.19,119.49,119.63,116.44
2020-11-12,119.62,119.21,120.53,118.57
2020-11-13,119.44,119.26,119.6717,117.87
2020-11-16,118.92,120.3,120.99,118.146
2020-11-17,119.55,119.39,120.6741,118.96
2020-11-18,118.61,118.03,119.82,118.0
2020-11-19,117.59,118.64,119.06,116.81
2020-11-20,118.64,117.34,118.77,117.29
2020-11-23,117.18,113.85,117.6202,113.75
2020-11-24,113.91,115.17,115.85,112.59
2020-11-25,115.55,116.03,116.75,115.17
2020-11-27,116.57,116.59,117.49,116.22
2020-11-30,116.97,119.05,120.97,116.81
2020-12-01,121.01,122.72,123.4693,120.01
2020-12-02,122.02,123.08,123.37,120.89
2020-12-03,123.52,122.94,123.78,122.21
2020-12-04,122.6,122.25,122.8608,121.52
2020-12-07,122.31,123.75,124.57,122.25
2020-12-08,124.37,124.38,124.98,123.09
