Date,Open,High,Low,Close,Adj Close,Volume,company_name,daily_weighted_avg
2022-06-08,139.89999389648438,141.91000366210938,139.77000427246094,141.66000366210938,140.26522827148438,89116800,APPLE Inc,-0.04633003225806452
2022-06-09,142.6999969482422,143.49000549316406,140.97000122070312,141.66000366210938,140.26522827148438,70207900,APPLE Inc,-0.07085064935064936
2022-06-10,142.1300048828125,143.4199981689453,137.32000732421875,137.44000244140625,136.08677673339844,67083400,APPLE Inc,-0.08075648461538462
2022-06-11,137.4600067138672,140.6699981689453,136.6699981689453,139.22999572753906,137.859130859375,66242400,APPLE Inc,-0.0344405238095238
2022-06-12,137.25,138.3699951171875,133.77000427246094,136.72000122070312,135.3738555908203,98964500,APPLE Inc,-0.013185999999999998
2022-06-13,136.0399932861328,139.0399932861328,135.66000366210938,138.92999267578125,137.56210327148438,71051600,APPLE Inc,-0.12456815624999999
2022-06-14,137.77000427246094,141.61000061035156,136.92999267578125,141.55999755859375,140.1662139892578,73353800,APPLE Inc,-0.05549024786324786
2022-06-15,141.35000610351562,144.1199951171875,141.0800018310547,142.9199981689453,141.5128173828125,74064300,APPLE Inc,-0.04827171428571429
2022-06-16,143.2899932861328,146.5500030517578,143.27999877929688,146.35000610351562,144.9090576171875,66253700,APPLE Inc,-0.13119281481481482
2022-06-17,145.25999450683594,147.5500030517578,145.0,147.0399932861328,145.5922393798828,64547800,APPLE Inc,0.00857458139534884
2022-06-18,145.6699981689453,146.63999938964844,143.77999877929688,144.8699951171875,143.44361877441406,63141600,APPLE Inc,0.10224899999999999
2022-06-19,145.75999450683594,148.4499969482422,145.0500030517578,145.86000061035156,144.42388916015625,77588800,APPLE Inc,0.07949054545454545
2022-06-20,142.99000549316406,146.4499969482422,142.1199951171875,145.49000549316406,144.05752563476562,71185600,APPLE Inc,0.0297257
2022-06-21,144.0800018310547,148.9499969482422,143.25,148.47000122070312,147.00816345214844,78140700,APPLE Inc,-0.06733524137931035
2022-06-22,149.77999877929688,150.86000061035156,148.1999969482422,150.1699981689453,148.69143676757812,76259900,APPLE Inc,0.07191765573770492
2022-06-23,150.74000549316406,151.57000732421875,146.6999969482422,147.07000732421875,145.62197875976562,81420900,APPLE Inc,-0.09791194029850747
2022-06-24,147.9199981689453,151.22999572753906,146.91000366210938,151.0,149.5132598876953,82982400,APPLE Inc,-0.04904754666666668
2022-06-25,151.1199951171875,153.72000122070312,150.3699951171875,153.0399932861328,151.53317260742188,64823400,APPLE Inc,-0.07076452
2022-06-26,154.5,155.57000732421875,151.94000244140625,155.35000610351562,153.82041931152344,65086600,APPLE Inc,-0.0035254285714285643
2022-06-27,155.38999938964844,156.27999877929688,153.41000366210938,154.08999633789062,152.5728302001953,66675400,APPLE Inc,-0.020874615384615387
2022-07-01,154.00999450683594,155.0399932861328,152.27999877929688,152.9499969482422,151.4440460205078,53623900,APPLE Inc,-0.0927760909090909
2022-07-02,152.25999450683594,153.08999633789062,150.8000030517578,151.60000610351562,150.10736083984375,55138700,APPLE Inc,-0.06675529411764705
2022-07-03,152.5800018310547,157.3300018310547,152.16000366210938,156.7899932861328,155.2462615966797,78620700,APPLE Inc,-0.10726711111111113
2022-07-04,156.97999572753906,157.63999938964844,154.41000366210938,157.35000610351562,155.80075073242188,81378700,APPLE Inc,0.09033442857142858
2022-07-05,161.24000549316406,163.6300048828125,159.5,162.50999450683594,160.909912109375,101786900,APPLE Inc,-0.08357878787878789
2022-07-06,161.00999450683594,163.58999633789062,160.88999938964844,161.50999450683594,159.91978454589844,67829400,APPLE Inc,-0.05933570769230768
2022-07-07,160.10000610351562,162.41000366210938,159.6300048828125,160.00999450683594,158.43453979492188,59907000,APPLE Inc,-0.06994317241379312
2022-07-08,160.83999633789062,166.58999633789062,160.75,166.1300048828125,164.49427795410156,82507500,APPLE Inc,-0.04165366666666667
2022-07-09,166.00999450683594,167.19000244140625,164.42999267578125,165.80999755859375,164.1774444580078,55474100,APPLE Inc,0.07124982352941177
2022-07-10,163.2100067138672,165.85000610351562,163.0,165.35000610351562,163.94940185546875,56697000,APPLE Inc,0.17451500000000003
2022-07-11,166.3699951171875,167.80999755859375,164.1999969482422,164.8699951171875,163.47344970703125,60276900,APPLE Inc,0.12179944827586209
2022-07-12,164.02000427246094,165.82000732421875,163.25,164.9199981689453,163.5230255126953,63135500,APPLE Inc,0.11908304109589041
2022-07-13,167.67999267578125,169.33999633789062,166.89999389648438,169.24000549316406,167.8064422607422,70170500,APPLE Inc,0.17891085185185182
2022-07-14,170.05999755859375,170.99000549316406,168.19000244140625,168.49000549316406,167.0627899169922,57149200,APPLE Inc,0.11393343333333335
2022-07-15,169.82000732421875,172.1699981689453,169.39999389648438,172.10000610351562,170.64219665527344,68039400,APPLE Inc,0.1284522142857143
2022-07-16,171.52000427246094,173.38999938964844,171.35000610351562,173.19000244140625,171.7229766845703,54091700,APPLE Inc,0.097097
2022-07-17,172.77999877929688,173.7100067138672,171.66000366210938,173.02999877929688,171.56434631347656,56377100,APPLE Inc,0.12974014285714286
2022-07-18,172.77000427246094,176.14999389648438,172.57000732421875,174.5500030517578,173.0714569091797,79542000,APPLE Inc,0.1584142391304348
2022-07-19,173.75,174.89999389648438,173.1199951171875,174.14999389648438,172.6748504638672,62290100,APPLE Inc,0.06782414598540146
2022-07-20,173.02999877929688,173.74000549316406,171.30999755859375,171.52000427246094,170.067138671875,70346300,APPLE Inc,0.115672
2022-07-21,169.69000244140625,169.86000061035156,167.13999938964844,167.57000732421875,166.15060424804688,69026800,APPLE Inc,0.08157230909090908
2022-07-22,167.0800018310547,168.7100067138672,166.64999389648438,167.22999572753906,165.81344604492188,54147100,APPLE Inc,0.06622680701754385
2022-07-23,167.32000732421875,168.11000061035156,166.25,167.52999877929688,166.11090087890625,53841500,APPLE Inc,0.04562442857142857
2022-07-24,168.77999877929688,170.13999938964844,168.35000610351562,170.02999877929688,168.58973693847656,51218200,APPLE Inc,0.08209111111111111
2022-07-25,170.57000732421875,171.0500030517578,163.55999755859375,163.6199951171875,162.2340545654297,78961000,APPLE Inc,0.08709203076923075
2022-07-26,161.14999389648438,162.89999389648438,159.82000732421875,161.3800048828125,160.01303100585938,73314000,APPLE Inc,0.06942930337078651
2022-07-27,162.1300048828125,162.55999755859375,157.72000122070312,158.91000366210938,157.56394958496094,77906200,APPLE Inc,0.09175525
2022-08-01,160.30999755859375,160.5800018310547,157.13999938964844,157.22000122070312,155.88824462890625,87991100,APPLE Inc,0.12530433333333338
2022-08-02,156.63999938964844,158.4199981689453,154.6699981689453,157.9600067138672,156.62200927734375,74229900,APPLE Inc,0.06919004166666666
2022-08-03,159.75,160.36000061035156,154.97000122070312,155.80999755859375,154.4901885986328,76957800,APPLE Inc,0.15468109859154933
2022-08-04,156.47000122070312,157.08999633789062,153.69000244140625,154.52999877929688,153.22105407714844,73714800,APPLE Inc,0.15269816129032257
2022-08-05,154.82000732421875,156.6699981689453,153.61000061035156,155.9600067138672,154.63893127441406,87449600,APPLE Inc,0.13972672340425535
2022-08-06,154.63999938964844,156.36000061035156,152.67999267578125,154.4600067138672,153.15164184570312,84923800,APPLE Inc,0.1319461886792453
2022-08-07,155.47000122070312,157.82000732421875,154.75,157.3699951171875,156.03700256347656,68028800,APPLE Inc,0.14584445454545455
2022-08-08,159.58999633789062,164.25999450683594,159.3000030517578,163.42999267578125,162.04562377929688,104956000,APPLE Inc,0.0969777441860465
2022-08-09,159.89999389648438,160.5399932861328,153.3699951171875,153.83999633789062,152.53688049316406,122656600,APPLE Inc,0.10914312790697675
2022-08-10,154.7899932861328,157.10000610351562,153.61000061035156,155.30999755859375,153.9944305419922,87965400,APPLE Inc,0.1477495945945946
2022-08-11,154.64999389648438,155.24000549316406,151.3800048828125,152.3699951171875,151.079345703125,90481100,APPLE Inc,0.11884597297297296
2022-08-12,151.2100067138672,151.35000610351562,148.3699951171875,150.6999969482422,149.42347717285156,162278800,APPLE Inc,0.15033236111111112
2022-08-13,149.30999755859375,154.55999755859375,149.10000610351562,154.47999572753906,153.1714630126953,81474200,APPLE Inc,0.17835275
2022-08-14,153.39999389648438,158.0800018310547,153.0800018310547,156.89999389648438,155.57095336914062,107689800,APPLE Inc,0.14589
2022-08-15,157.33999633789062,158.74000549316406,153.60000610351562,153.72000122070312,152.41790771484375,101696800,APPLE Inc,0.09996545833333333
2022-08-16,152.3800048828125,154.47000122070312,150.91000366210938,152.74000549316406,151.4462127685547,86652500,APPLE Inc,0.1426855
2022-08-17,151.19000244140625,151.47000122070312,148.55999755859375,150.42999267578125,149.15577697753906,96029900,APPLE Inc,0.1559016486486487
2022-08-18,149.66000366210938,153.77000427246094,149.63999938964844,150.77000427246094,149.49288940429688,93339400,APPLE Inc,0.0876273888888889
2022-08-19,152.74000549316406,154.72000122070312,149.9499969482422,151.75999450683594,150.47450256347656,84442700,APPLE Inc,0.06646251515151515
2022-08-20,147.63999938964844,150.63999938964844,144.83999633789062,149.83999633789062,148.57078552246094,146691400,APPLE Inc,0.1390272
2022-08-21,146.10000610351562,146.72000122070312,140.67999267578125,142.47999572753906,141.27310180664062,128138200,APPLE Inc,0.13799811111111113
2022-08-22,141.27999877929688,143.10000610351562,138.0,138.1999969482422,137.02935791015625,124925300,APPLE Inc,0.08366002777777777
2022-08-23,138.2100067138672,143.07000732421875,137.69000244140625,142.4499969482422,141.24334716796875,114311700,APPLE Inc,0.10654008510638296
2022-08-24,145.02999877929688,146.22000122070312,144.25999450683594,146.10000610351562,144.86245727539062,87830100,APPLE Inc,0.15552443999999999
2022-08-25,144.07000732421875,147.3800048828125,143.00999450683594,146.39999389648438,145.15989685058594,79471000,APPLE Inc,0.13432060869565215
2022-08-26,145.80999755859375,147.5399932861328,145.22000122070312,145.42999267578125,144.19810485839844,68402200,APPLE Inc,0.12856474193548387
2022-09-01,142.5399932861328,143.10000610351562,139.4499969482422,140.08999633789062,138.9033660888672,85925600,APPLE Inc,0.10075189690721649
2022-09-02,140.4199981689453,141.88999938964844,138.57000732421875,140.4199981689453,139.23057556152344,74899000,APPLE Inc,0.06011882191780822
2022-09-03,139.89999389648438,141.35000610351562,138.22000122070312,138.97999572753906,137.80276489257812,77033700,APPLE Inc,0.1276963333333333
2022-09-04,139.1300048828125,140.36000061035156,138.16000366210938,138.33999633789062,137.1681671142578,70433700,APPLE Inc,0.1437077
2022-09-05,134.99000549316406,143.58999633789062,134.3699951171875,142.99000549316406,141.77879333496094,113224000,APPLE Inc,0.1560625
2022-09-06,144.30999755859375,144.52000427246094,138.19000244140625,138.3800048828125,137.20785522460938,88598000,APPLE Inc,0.08577691999999999
2022-09-07,141.07000732421875,142.89999389648438,140.27000427246094,142.41000366210938,141.20372009277344,85250900,APPLE Inc,0.08749562608695652
2022-09-08,145.49000549316406,146.6999969482422,140.61000061035156,143.75,142.53236389160156,99136600,APPLE Inc,0.11759122727272726
2022-09-09,141.69000244140625,144.9499969482422,141.5,143.86000061035156,142.64141845703125,61758300,APPLE Inc,0.15081465517241383
2022-09-10,143.02000427246094,145.88999938964844,142.64999389648438,143.38999938964844,142.1754150390625,64522000,APPLE Inc,0.117056
2022-09-11,142.8699951171875,147.85000610351562,142.64999389648438,147.27000427246094,146.0225372314453,86548600,APPLE Inc,0.125469
2022-09-12,147.19000244140625,150.22999572753906,146.0,149.4499969482422,148.18405151367188,75981900,APPLE Inc,0.13588455555555554
2022-09-13,150.08999633789062,152.49000549316406,149.36000061035156,152.33999633789062,151.04957580566406,74732300,APPLE Inc,0.13256723809523813
2022-09-14,150.9600067138672,151.99000549316406,148.0399932861328,149.35000610351562,148.08493041992188,88194300,APPLE Inc,0.09995719999999998
2022-09-15,148.07000732421875,149.0500030517578,144.1300048828125,144.8000030517578,143.57345581054688,109180200,APPLE Inc,0.18317379999999997
2022-09-16,148.1999969482422,157.5,147.82000732421875,155.74000549316406,154.42079162597656,164762400,APPLE Inc,0.10555074999999998
2022-09-17,153.16000366210938,154.24000549316406,151.9199981689453,153.33999633789062,152.04110717773438,97943200,APPLE Inc,0.11216533333333333
2022-09-18,155.0800018310547,155.4499969482422,149.1300048828125,150.64999389648438,149.37388610839844,80379300,APPLE Inc,0.02591141666666667
2022-09-19,148.9499969482422,152.1699981689453,145.0,145.02999877929688,143.801513671875,93604600,APPLE Inc,0.054329236842105263
2022-09-20,142.05999755859375,142.8000030517578,138.75,138.8800048828125,137.70361328125,97918500,APPLE Inc,0.07942573684210527
2022-09-21,142.08999633789062,142.6699981689453,134.3800048828125,138.3800048828125,137.4354705810547,140814800,APPLE Inc,0.13589306779661012
2022-09-22,137.11000061035156,139.14999389648438,135.6699981689453,138.9199981689453,137.9717559814453,83374600,APPLE Inc,0.06839244210526316
2022-09-23,140.41000366210938,141.42999267578125,137.49000549316406,139.5,138.5478057861328,89908500,APPLE Inc,0.005028925925925927
2022-09-24,138.5,138.5500030517578,134.58999633789062,134.8699951171875,133.94943237304688,74917800,APPLE Inc,0.050839199999999994
2022-09-25,141.24000549316406,146.8699951171875,139.5,146.8699951171875,145.86749267578125,118854000,APPLE Inc,0.14246983333333332
2022-09-26,145.82000732421875,150.00999450683594,144.3699951171875,149.6999969482422,148.67819213867188,93979700,APPLE Inc,0.195392
2022-10-01,148.97000122070312,150.27999877929688,147.42999267578125,148.27999877929688,147.2678680419922,73374100,APPLE Inc,0.18875152173913043
2022-10-02,152.22000122070312,153.58999633789062,148.55999755859375,150.0399932861328,149.01585388183594,89868300,APPLE Inc,0.11288468421052632
2022-10-03,149.1300048828125,149.8699951171875,147.2899932861328,148.7899932861328,147.7743682861328,64218300,APPLE Inc,0.07826661111111112
2022-10-04,146.42999267578125,151.47999572753906,146.14999389648438,150.72000122070312,149.6912078857422,80389400,APPLE Inc,0.12386919101123595
2022-10-05,152.30999755859375,152.6999969482422,149.97000122070312,151.2899932861328,150.25732421875,74829600,APPLE Inc,0.11413231914893615
2022-10-06,150.16000366210938,150.3699951171875,147.72000122070312,148.00999450683594,146.99972534179688,58724100,APPLE Inc,0.08366142424242425
2022-10-07,148.1300048828125,150.4199981689453,146.92999267578125,150.17999267578125,149.15489196777344,51804100,APPLE Inc,0.030043478260869567
2022-10-08,149.4499969482422,151.8300018310547,149.33999633789062,151.07000732421875,150.03884887695312,58301400,APPLE Inc,0.15035925
2022-10-09,148.30999755859375,148.8800048828125,147.1199951171875,148.11000061035156,147.09902954101562,35195900,APPLE Inc,0.15957883333333336
2022-10-10,145.13999938964844,146.63999938964844,143.3800048828125,144.22000122070312,143.235595703125,69246000,APPLE Inc,0.03536441025641025
2022-10-11,144.2899932861328,144.80999755859375,140.35000610351562,141.1699981689453,140.20640563964844,83763800,APPLE Inc,0.04837286274509804
2022-10-12,141.39999389648438,148.72000122070312,140.5500030517578,148.02999877929688,147.01959228515625,111380900,APPLE Inc,0.13444013636363636
2022-10-13,148.2100067138672,149.1300048828125,146.61000061035156,148.30999755859375,147.2976837158203,71250400,APPLE Inc,0.08292066019417477
2022-10-14,145.9600067138672,148.0,145.64999389648438,147.80999755859375,146.80108642578125,65447400,APPLE Inc,0.14385746875
2022-10-15,147.77000427246094,150.9199981689453,145.77000427246094,146.6300048828125,145.629150390625,68826400,APPLE Inc,0.14260353333333334
2022-10-16,147.07000732421875,147.3000030517578,141.9199981689453,142.91000366210938,141.93453979492188,64727200,APPLE Inc,0.09612608333333332
2022-10-17,142.19000244140625,143.3699951171875,140.0,140.94000244140625,139.97796630859375,69721100,APPLE Inc,0.10400337288135594
2022-10-18,142.36000061035156,143.52000427246094,141.10000610351562,142.64999389648438,141.67630004882812,62128300,APPLE Inc,0.11310048591549297
2022-10-19,142.33999633789062,145.57000732421875,140.89999389648438,142.16000366210938,141.18963623046875,76097000,APPLE Inc,0.047208013513513516
2022-10-20,142.6999969482422,144.5,141.05999755859375,144.49000549316406,143.50375366210938,70462700,APPLE Inc,0.05588155294117647
2022-10-21,149.5,149.97000122070312,144.24000549316406,145.47000122070312,144.47706604003906,93886200,APPLE Inc,0.07889264948453609
2022-10-22,145.35000610351562,146.66000366210938,141.16000366210938,143.2100067138672,142.23248291015625,82291200,APPLE Inc,0.08928247826086957
2022-10-23,141.11000061035156,141.8000030517578,136.02999877929688,136.5,135.56829833984375,98931900,APPLE Inc,-0.05341630769230768
2022-10-24,136.69000244140625,137.64999389648438,133.72999572753906,134.50999450683594,133.59185791015625,160156900,APPLE Inc,0.119813
2022-11-01,135.11000061035156,135.1999969482422,131.32000732421875,132.3699951171875,131.46646118164062,79592600,APPLE Inc,0.03985104347826087
2022-11-02,131.38999938964844,133.25,129.88999938964844,132.3000030517578,131.39695739746094,77432800,APPLE Inc,-0.0018269729729729694
2022-11-03,132.97999572753906,136.80999755859375,132.75,135.4499969482422,134.52545166015625,85928000,APPLE Inc,0.0056074081632653105
2022-11-04,134.35000610351562,134.55999755859375,130.3000030517578,132.22999572753906,131.32742309570312,77852100,APPLE Inc,0.08890432631578946
