date,daily_weighted_avg,Category
20220526,-0.07288466459627327,NVIDIA Corp
20220527,0.0033892307692307702,NVIDIA Corp
20220528,-0.036758799999999994,NVIDIA Corp
20220529,-0.0070571538461538475,NVIDIA Corp
20220530,0.17642576,NVIDIA Corp
20220531,-0.042867640000000005,NVIDIA Corp
20220601,0.0015652999999999976,NVIDIA Corp
20220602,-0.11765612345679012,NVIDIA Corp
20220603,-0.0587789069767442,NVIDIA Corp
20220604,-0.006616499999999999,NVIDIA Corp
20220605,-0.034925000000000005,NVIDIA Corp
20220606,0.05976058064516129,NVIDIA Corp
20220607,0.10752700000000004,NVIDIA Corp
20220608,-0.04467913333333332,NVIDIA Corp
20220609,0.005048461538461537,NVIDIA Corp
20220610,-0.13095750746268653,NVIDIA Corp
20220611,-0.08804175,NVIDIA Corp
20220612,0.13733879999999998,NVIDIA Corp
20220613,-0.06620485714285713,NVIDIA Corp
20220614,-0.0036939130434782575,NVIDIA Corp
20220615,0.002633200000000005,NVIDIA Corp
20220616,-0.055794642857142855,NVIDIA Corp
20220617,-0.18688102222222222,NVIDIA Corp
20220619,-0.008984,NVIDIA Corp
20220620,-0.04878600000000001,NVIDIA Corp
20220621,-0.024355499999999995,NVIDIA Corp
20220622,0.03028478947368421,NVIDIA Corp
20220623,0.011090555555555558,NVIDIA Corp
20220624,-0.03366564705882352,NVIDIA Corp
20220625,0.026875,NVIDIA Corp
20220626,0.284964,NVIDIA Corp
20220627,0.03385193333333332,NVIDIA Corp
20220628,0.030240294117647053,NVIDIA Corp
20220629,0.012685703703703703,NVIDIA Corp
20220630,-0.06263084313725491,NVIDIA Corp
20220701,-0.23899166153846152,NVIDIA Corp
20220702,-0.115138,NVIDIA Corp
20220703,-0.026724,NVIDIA Corp
20220704,0.271152,NVIDIA Corp
20220705,-0.11632368292682929,NVIDIA Corp
20220706,-0.09004351515151515,NVIDIA Corp
20220707,-0.0032934186046511705,NVIDIA Corp
20220708,-0.007590599999999998,NVIDIA Corp
20220709,0.25139225,NVIDIA Corp
20220710,-0.0015417272727272753,NVIDIA Corp
20220711,0.02462558333333333,NVIDIA Corp
20220712,0.04109025000000001,NVIDIA Corp
20220713,0.16505690697674422,NVIDIA Corp
20220714,0.13980045454545456,NVIDIA Corp
20220715,0.16508672727272727,NVIDIA Corp
20220716,0.12830433333333333,NVIDIA Corp
20220718,0.1697055811965812,NVIDIA Corp
20220719,0.12150330303030303,NVIDIA Corp
20220720,0.09302174285714285,NVIDIA Corp
20220721,0.11357038775510205,NVIDIA Corp
20220722,0.06174366666666667,NVIDIA Corp
20220723,0.20445057142857143,NVIDIA Corp
20220724,0.11431225,NVIDIA Corp
20220725,0.09610029032258062,NVIDIA Corp
20220726,0.09253700000000002,NVIDIA Corp
20220727,0.1494089411764706,NVIDIA Corp
20220728,0.15443766666666667,NVIDIA Corp
20220729,0.21782464285714284,NVIDIA Corp
20220730,0.12496533333333333,NVIDIA Corp
20220731,0.20340350000000001,NVIDIA Corp
20220801,0.07023111764705882,NVIDIA Corp
20220802,0.012631185714285712,NVIDIA Corp
20220803,0.08053197435897434,NVIDIA Corp
20220804,0.13357353846153847,NVIDIA Corp
20220805,0.16350914814814815,NVIDIA Corp
20220806,0.208508,NVIDIA Corp
20220807,0.041,NVIDIA Corp
20220808,0.02435256756756757,NVIDIA Corp
20220809,0.03573101169590642,NVIDIA Corp
20220810,-0.008133239669421486,NVIDIA Corp
20220811,0.1586924285714286,NVIDIA Corp
20220812,0.041100620253164556,NVIDIA Corp
20220813,0.12321957142857144,NVIDIA Corp
20220814,0.09157749999999998,NVIDIA Corp
20220815,0.11227721052631577,NVIDIA Corp
20220816,0.17121375000000003,NVIDIA Corp
20220817,0.10867916666666666,NVIDIA Corp
20220818,0.16078677777777778,NVIDIA Corp
20220819,0.0650358181818182,NVIDIA Corp
20220820,0.103418,NVIDIA Corp
20220821,0.043819717948717946,NVIDIA Corp
20220822,0.050821066666666664,NVIDIA Corp
20220823,0.05248595833333333,NVIDIA Corp
20220824,0.026961705128205126,NVIDIA Corp
20220825,0.03848626086956522,NVIDIA Corp
20220826,0.06789936,NVIDIA Corp
20220827,0.15671631578947368,NVIDIA Corp
20220828,0.21315975,NVIDIA Corp
20220829,0.08258270000000002,NVIDIA Corp
20220830,0.056287734693877545,NVIDIA Corp
20220831,-0.027129249999999997,NVIDIA Corp
20220901,-0.01894205369127517,NVIDIA Corp
20220902,0.052691433628318594,NVIDIA Corp
20220903,-0.0010508666666666703,NVIDIA Corp
20220904,0.03708461538461538,NVIDIA Corp
20220905,0.06452000000000001,NVIDIA Corp
20220906,0.11830160824742265,NVIDIA Corp
20220907,0.12899479310344827,NVIDIA Corp
20220908,0.13541099999999998,NVIDIA Corp
20220909,0.11509329032258066,NVIDIA Corp
20220910,0.13140492307692309,NVIDIA Corp
20220911,0.09380360000000001,NVIDIA Corp
20220912,0.09975845652173913,NVIDIA Corp
20220913,0.09173060784313723,NVIDIA Corp
20220914,0.017220694444444448,NVIDIA Corp
20220915,0.08962338095238095,NVIDIA Corp
20220916,0.10234567346938775,NVIDIA Corp
20220917,0.1092554,NVIDIA Corp
20220918,0.03228080952380953,NVIDIA Corp
20220919,0.047597433962264145,NVIDIA Corp
20220920,0.19438838582677168,NVIDIA Corp
20220921,0.12258766666666669,NVIDIA Corp
20220922,0.05880164102564103,NVIDIA Corp
20220923,0.02715237209302326,NVIDIA Corp
20220924,0.01530405882352941,NVIDIA Corp
20220925,0.04602083333333334,NVIDIA Corp
20220926,0.12420372727272727,NVIDIA Corp
20220927,0.14567479104477613,NVIDIA Corp
20220928,0.0921757818181818,NVIDIA Corp
20220929,0.025983704545454546,NVIDIA Corp
20220930,0.03989001960784314,NVIDIA Corp
20221001,0.14000833333333335,NVIDIA Corp
20221002,0.057551733333333334,NVIDIA Corp
20221003,0.07775742105263157,NVIDIA Corp
20221004,0.08140033898305082,NVIDIA Corp
20221005,0.04968161702127659,NVIDIA Corp
20221006,0.061797245283018866,NVIDIA Corp
20221007,-0.00443380412371134,NVIDIA Corp
20221008,-0.015789653846153856,NVIDIA Corp
20221009,0.15625899999999998,NVIDIA Corp
20221010,0.08351189156626504,NVIDIA Corp
20221011,0.052368739130434785,NVIDIA Corp
20221012,0.04620276623376624,NVIDIA Corp
20221013,0.07314969230769229,NVIDIA Corp
20221014,-0.05587138636363636,NVIDIA Corp
20221015,0.15019157142857145,NVIDIA Corp
20221016,0.12620800000000001,NVIDIA Corp
20221017,0.06900819047619047,NVIDIA Corp
20221018,0.17121380000000003,NVIDIA Corp
20221019,0.15305569230769228,NVIDIA Corp
20221020,0.1314537142857143,NVIDIA Corp
20221021,0.1503092222222222,NVIDIA Corp
20221022,-0.049268,NVIDIA Corp
20221023,0.1779956,NVIDIA Corp
20221024,0.14479697142857142,NVIDIA Corp
20221025,0.12461843750000001,NVIDIA Corp
20221026,0.14605410344827585,NVIDIA Corp
20221027,0.1492564705882353,NVIDIA Corp
20221028,0.12757054054054054,NVIDIA Corp
20221029,0.04430018181818182,NVIDIA Corp
20221030,0.336416,NVIDIA Corp
20221031,0.08306394117647059,NVIDIA Corp
20221101,0.14780916666666666,NVIDIA Corp
20221102,0.1662818709677419,NVIDIA Corp
20221103,0.09224996,NVIDIA Corp
20221104,0.07005116666666665,NVIDIA Corp
20221105,0.11076,NVIDIA Corp
20221106,0.0001079333333333358,NVIDIA Corp
20221107,0.13121533333333332,NVIDIA Corp
20221108,0.06573606097560976,NVIDIA Corp
20221109,0.03614170000000001,NVIDIA Corp
20221110,0.07781733333333334,NVIDIA Corp
20221111,0.053793333333333325,NVIDIA Corp
20221112,-0.030871230769230765,NVIDIA Corp
20221113,-0.01168375,NVIDIA Corp
20221114,0.08334325714285713,NVIDIA Corp
20221115,0.07808872448979594,NVIDIA Corp
20221116,0.030650022900763355,NVIDIA Corp
20221117,0.05349501612903224,NVIDIA Corp
20221118,0.08140316666666668,NVIDIA Corp
20221119,0.062504,NVIDIA Corp
20221120,0.19963133333333336,NVIDIA Corp
20221121,0.12754030769230768,NVIDIA Corp
20221122,0.1362108064516129,NVIDIA Corp
20221123,0.09152461290322579,NVIDIA Corp
20221124,0.14826256250000003,NVIDIA Corp
20221125,0.1271486842105263,NVIDIA Corp
20221126,0.22681775,NVIDIA Corp
20221127,0.13134213043478263,NVIDIA Corp
20221128,-0.0027054347826087023,NVIDIA Corp
20221129,0.18900962500000001,NVIDIA Corp
20221130,0.09456912,NVIDIA Corp
20221201,0.12244607142857142,NVIDIA Corp
20221202,0.1192308,NVIDIA Corp
20221203,0.13144324999999998,NVIDIA Corp
20221204,0.18909499999999999,NVIDIA Corp
20221205,0.13040906666666666,NVIDIA Corp
20221206,0.0912979411764706,NVIDIA Corp
20221207,0.09714974,NVIDIA Corp
20221208,0.04974766666666667,NVIDIA Corp
20221209,0.1260512962962963,NVIDIA Corp
20221210,0.04188546666666666,NVIDIA Corp
20221211,-0.00236,NVIDIA Corp
20221212,0.18909276470588238,NVIDIA Corp
20221213,0.08572710000000001,NVIDIA Corp
20221214,0.16703582857142862,NVIDIA Corp
20221215,0.09150887499999999,NVIDIA Corp
20221216,0.11338546153846155,NVIDIA Corp
20221217,0.1648307333333333,NVIDIA Corp
20221218,0.0859846,NVIDIA Corp
20221219,0.15772711764705882,NVIDIA Corp
20221220,0.12499727500000002,NVIDIA Corp
20221221,0.1749485,NVIDIA Corp
20221222,0.08720996153846156,NVIDIA Corp
20221223,0.013028610169491524,NVIDIA Corp
20221224,-0.037298200000000004,NVIDIA Corp
20221225,0.08374886666666667,NVIDIA Corp
20221226,-0.05680876470588235,NVIDIA Corp
20221227,0.0799899,NVIDIA Corp
20221228,0.14775948648648649,NVIDIA Corp
20221229,0.17193333333333333,NVIDIA Corp
20221230,0.155419,NVIDIA Corp
20221231,0.141816,NVIDIA Corp
20230101,0.05169169999999999,NVIDIA Corp
20230102,0.042860166666666664,NVIDIA Corp
20230103,0.1903157777777778,NVIDIA Corp
20230104,0.12725235294117648,NVIDIA Corp
20230105,0.21411080392156867,NVIDIA Corp
20230106,0.11545860937500001,NVIDIA Corp
20230107,0.21006216037735848,NVIDIA Corp
20230108,0.1627854328358209,NVIDIA Corp
20230109,0.110103,NVIDIA Corp
20230110,0.15244102127659576,NVIDIA Corp
20230111,0.11511416666666668,NVIDIA Corp
20230112,0.08254465,NVIDIA Corp
20230113,0.09417514285714286,NVIDIA Corp
20230114,0.110523,NVIDIA Corp
20230115,0.15564463636363637,NVIDIA Corp
20230116,0.14573066666666668,NVIDIA Corp
20230117,0.20849340000000002,NVIDIA Corp
20230118,0.1915316956521739,NVIDIA Corp
20230119,0.036705637931034485,NVIDIA Corp
20230120,0.04180890697674419,NVIDIA Corp
20230121,0.07724375,NVIDIA Corp
20230122,0.16580079999999997,NVIDIA Corp
20230123,0.13070891836734694,NVIDIA Corp
20230124,0.15283782352941175,NVIDIA Corp
20230125,0.20784771428571427,NVIDIA Corp
20230126,0.17180531914893615,NVIDIA Corp
20230127,0.06167996428571428,NVIDIA Corp
20230128,0.0074915999999999984,NVIDIA Corp
20230129,0.110564625,NVIDIA Corp
20230130,0.1505968285714286,NVIDIA Corp
20230131,0.16550766666666664,NVIDIA Corp
20230201,0.12067563265306122,NVIDIA Corp
20230202,0.15747882352941178,NVIDIA Corp
20230203,0.1789524,NVIDIA Corp
20230204,0.23381675000000002,NVIDIA Corp
20230205,0.346871,NVIDIA Corp
20230206,0.11903341666666667,NVIDIA Corp
20230207,0.19285419047619048,NVIDIA Corp
20230208,0.17564553846153846,NVIDIA Corp
20230209,0.13943437777777778,NVIDIA Corp
20230210,0.20156054054054054,NVIDIA Corp
20230211,0.1316311818181818,NVIDIA Corp
20230212,-0.009380363636363636,NVIDIA Corp
20230213,0.18967922222222222,NVIDIA Corp
20230214,0.21173303448275863,NVIDIA Corp
20230215,0.1371820857142857,NVIDIA Corp
20230216,0.030963546874999998,NVIDIA Corp
20230217,0.12118911627906975,NVIDIA Corp
20230218,0.034446666666666674,NVIDIA Corp
20230219,0.09857700000000001,NVIDIA Corp
20230220,0.09972414285714284,NVIDIA Corp
20230221,0.0896437951807229,NVIDIA Corp
20230222,0.10040966037735849,NVIDIA Corp
20230223,0.10808591902834006,NVIDIA Corp
20230224,0.20887332911392406,NVIDIA Corp
20230225,0.13155,NVIDIA Corp
20230226,0.16816755555555557,NVIDIA Corp
20230227,0.15276425675675673,NVIDIA Corp
20230228,0.11321175324675324,NVIDIA Corp
20230301,0.09314056862745097,NVIDIA Corp
20230302,0.18951191666666664,NVIDIA Corp
20230303,0.12874718867924528,NVIDIA Corp
20230304,0.16752500000000003,NVIDIA Corp
20230305,0.22168533333333335,NVIDIA Corp
20230306,0.15264830000000001,NVIDIA Corp
20230307,0.21519771999999995,NVIDIA Corp
20230308,0.10011482978723403,NVIDIA Corp
20230309,0.11651049999999999,NVIDIA Corp
20230310,0.3610018571428571,NVIDIA Corp
20230311,0.23310166666666668,NVIDIA Corp
20230312,0.29941,NVIDIA Corp
20230313,0.12354658333333333,NVIDIA Corp
20230314,0.15675131578947368,NVIDIA Corp
20230315,0.08499296774193549,NVIDIA Corp
20230316,0.1369965806451613,NVIDIA Corp
20230317,0.1487058279569892,NVIDIA Corp
20230318,0.21941125000000003,NVIDIA Corp
20230319,0.022047615384615384,NVIDIA Corp
20230320,0.1363885,NVIDIA Corp
20230321,0.17749059322033897,NVIDIA Corp
20230322,0.1873229801980198,NVIDIA Corp
20230323,0.13827527272727272,NVIDIA Corp
20230324,0.06589101162790698,NVIDIA Corp
20230325,0.10745960000000002,NVIDIA Corp
20230326,0.1762466666666667,NVIDIA Corp
20230327,0.15107581355932204,NVIDIA Corp
20230328,0.11506941999999999,NVIDIA Corp
20230329,0.1328942142857143,NVIDIA Corp
20230330,0.15168966129032257,NVIDIA Corp
20230331,0.0973205606060606,NVIDIA Corp
20230401,0.14886837037037037,NVIDIA Corp
20230402,0.0639455652173913,NVIDIA Corp
20230403,0.1893648,NVIDIA Corp
20230404,0.16856237209302324,NVIDIA Corp
20230405,0.0425231590909091,NVIDIA Corp
20230406,0.1462341923076923,NVIDIA Corp
20230407,0.19525783333333335,NVIDIA Corp
20230408,0.247443,NVIDIA Corp
20230409,0.31986945454545457,NVIDIA Corp
20230410,0.18204763999999993,NVIDIA Corp
20230411,0.13890639024390244,NVIDIA Corp
20230412,0.1360122328767123,NVIDIA Corp
20230413,0.1744504166666667,NVIDIA Corp
20230414,0.12754826000000002,NVIDIA Corp
20230415,0.08955114285714284,NVIDIA Corp
20230416,0.21425475,NVIDIA Corp
20230417,0.14946227586206898,NVIDIA Corp
20230418,0.15519042424242424,NVIDIA Corp
20230419,0.13514881395348838,NVIDIA Corp
20230420,0.03409212162162161,NVIDIA Corp
20230421,0.07753058823529412,NVIDIA Corp
20230422,0.15179466666666666,NVIDIA Corp
20230423,0.1492426923076923,NVIDIA Corp
20230424,0.18451033333333333,NVIDIA Corp
20230425,0.1446025789473684,NVIDIA Corp
20230426,0.11910345614035088,NVIDIA Corp
20230427,0.0955895909090909,NVIDIA Corp
20230428,0.13319822222222222,NVIDIA Corp
20230429,0.1258057777777778,NVIDIA Corp
20230430,0.16304320000000003,NVIDIA Corp
20230501,0.1602425238095238,NVIDIA Corp
20230502,0.10977075,NVIDIA Corp
20230503,0.10614014035087721,NVIDIA Corp
20230504,0.1385381224489796,NVIDIA Corp
20230505,0.1861934705882353,NVIDIA Corp
20230506,0.11685733333333331,NVIDIA Corp
20230507,0.18187859999999997,NVIDIA Corp
20230508,0.14051017647058822,NVIDIA Corp
20230509,0.12239041379310343,NVIDIA Corp
20230510,0.11973350746268657,NVIDIA Corp
20230511,0.1850095714285714,NVIDIA Corp
20230512,0.1516830434782609,NVIDIA Corp
20230513,0.1583022,NVIDIA Corp
20230514,0.16588057894736843,NVIDIA Corp
20230515,0.09890342222222223,NVIDIA Corp
20230516,0.09195775362318839,NVIDIA Corp
20230517,0.21894195384615384,NVIDIA Corp
20230518,0.20167468292682925,NVIDIA Corp
20230519,0.16235581818181818,NVIDIA Corp
20230520,0.21718309465020577,NVIDIA Corp
20230521,0.2412406256410256,NVIDIA Corp
20230522,0.17950761313868613,NVIDIA Corp
20230601,0.12943301886792452,NVIDIA Corp
20230602,0.12589404225352113,NVIDIA Corp
20230603,0.1118183076923077,NVIDIA Corp
20230604,0.1413823846153846,NVIDIA Corp
20230605,0.13828396710526314,NVIDIA Corp
20230606,0.1683915448275862,NVIDIA Corp
20230607,0.14797348571428573,NVIDIA Corp
20230608,0.13270383870967742,NVIDIA Corp
20230609,0.13046882236842103,NVIDIA Corp
20230610,0.182243,NVIDIA Corp
20230611,0.14710292499999997,NVIDIA Corp
20230612,0.17939944262295077,NVIDIA Corp
20230613,0.164582275,NVIDIA Corp
20230614,0.15817560264900662,NVIDIA Corp
20230615,0.1536101811594203,NVIDIA Corp
20230616,0.12835371874999998,NVIDIA Corp
20230701,0.12256378378378378,NVIDIA Corp
20230702,0.15864599999999998,NVIDIA Corp
20230703,0.18675311510791365,NVIDIA Corp
20230704,0.055310294871794875,NVIDIA Corp
20230705,0.11995997163120566,NVIDIA Corp
20230706,0.17531405833333336,NVIDIA Corp
20230707,0.11685866929133859,NVIDIA Corp
20230708,0.17801637837837836,NVIDIA Corp
20230709,0.1958922857142857,NVIDIA Corp
20230710,0.15381615384615385,NVIDIA Corp
20230711,0.20029214615384613,NVIDIA Corp
20230712,0.12745817073170734,NVIDIA Corp
20230713,0.1596017819548872,NVIDIA Corp
20230714,0.11164781967213114,NVIDIA Corp
20230715,0.052559375,NVIDIA Corp
20230716,0.210041875,NVIDIA Corp
20230717,0.19803249253731342,NVIDIA Corp
20230718,0.11410973103448274,NVIDIA Corp
20230719,0.1515929913043478,NVIDIA Corp
20230801,0.12457057142857143,NVIDIA Corp
20230802,0.09204899285714287,NVIDIA Corp
20230803,0.10201247959183672,NVIDIA Corp
20230804,0.18886870731707317,NVIDIA Corp
20230805,0.13424248387096774,NVIDIA Corp
20230806,0.13809924137931034,NVIDIA Corp
20230807,0.1444992380952381,NVIDIA Corp
20230808,0.14828322377622374,NVIDIA Corp
20230809,0.1557205052631579,NVIDIA Corp
20230810,0.15057594202898547,NVIDIA Corp
20230811,0.14179729166666669,NVIDIA Corp
20230812,0.1310487777777778,NVIDIA Corp
20230813,0.1792806875,NVIDIA Corp
20230814,0.15169326717557252,NVIDIA Corp
20230815,0.14657280628272254,NVIDIA Corp
20230816,0.09522637404580152,NVIDIA Corp
20230817,0.11162044354838711,NVIDIA Corp
20230818,0.0575136875,NVIDIA Corp
20230901,0.17456646031746031,NVIDIA Corp
20230902,0.10238480000000001,NVIDIA Corp
20230903,0.17907058333333328,NVIDIA Corp
20230904,0.19438628000000002,NVIDIA Corp
20230905,0.1761328787878788,NVIDIA Corp
20230906,0.15799425663716815,NVIDIA Corp
20230907,0.1003537365269461,NVIDIA Corp
20230908,0.16883011180124224,NVIDIA Corp
20230909,0.18733825806451615,NVIDIA Corp
20230910,0.1854061351351351,NVIDIA Corp
20230911,0.16739917857142855,NVIDIA Corp
20230912,0.17006730303030304,NVIDIA Corp
20230913,0.14384111111111111,NVIDIA Corp
20230914,0.14632429824561402,NVIDIA Corp
20230915,0.15886322651933701,NVIDIA Corp
20230916,0.11624794117647058,NVIDIA Corp
20230917,0.21755199999999997,NVIDIA Corp
20230918,0.16774907317073173,NVIDIA Corp
20231101,0.15619723456790124,NVIDIA Corp
20231102,0.16139299280575542,NVIDIA Corp
20231103,0.14506679279279278,NVIDIA Corp
20231104,0.163492,NVIDIA Corp
20231105,0.17522666666666664,NVIDIA Corp
20231106,0.19762045454545454,NVIDIA Corp
20231107,0.1716782048192771,NVIDIA Corp
20231108,0.1969858909090909,NVIDIA Corp
20231109,0.16465340869565223,NVIDIA Corp
20231110,0.204849652173913,NVIDIA Corp
20231111,0.31089113333333335,NVIDIA Corp
20231112,0.19622162962962958,NVIDIA Corp
20231113,0.2102304234234234,NVIDIA Corp
20231114,0.19474065217391306,NVIDIA Corp
20231115,0.2142759319727891,NVIDIA Corp
20231116,0.15800031250000002,NVIDIA Corp
20231117,0.13994408450704227,NVIDIA Corp
20231118,0.24528558333333336,NVIDIA Corp
20231119,0.22002745238095237,NVIDIA Corp
20231120,0.06889279310344827,NVIDIA Corp
20240101,0.18022505,NVIDIA Corp
20240102,0.14912412820512821,NVIDIA Corp
20240103,0.20078880821917808,NVIDIA Corp
20240104,0.16076135329341318,NVIDIA Corp
20240105,0.18392619298245616,NVIDIA Corp
20240106,0.19721983018867922,NVIDIA Corp
20240107,0.16363992857142853,NVIDIA Corp
20240108,0.22850163583815028,NVIDIA Corp
20240109,0.21507312422360253,NVIDIA Corp
20240110,0.22898638636363638,NVIDIA Corp
20240111,0.18694475238095234,NVIDIA Corp
20240112,0.13182298058252426,NVIDIA Corp
20240113,0.20952423076923077,NVIDIA Corp
20240114,0.14036740000000003,NVIDIA Corp
20240115,0.2175544891304348,NVIDIA Corp
20240116,0.15123261607142857,NVIDIA Corp
20240117,0.21036532653061227,NVIDIA Corp
20240301,0.21796252803738317,NVIDIA Corp
20240302,0.20993815,NVIDIA Corp
20240303,0.20188674647887325,NVIDIA Corp
20240304,0.18010112083333332,NVIDIA Corp
20240305,0.18890862371134018,NVIDIA Corp
20240306,0.18797658378378376,NVIDIA Corp
20240307,0.19673186813186813,NVIDIA Corp
20240308,0.16997180995475117,NVIDIA Corp
20240309,0.19436414084507042,NVIDIA Corp
20240310,0.18704335106382983,NVIDIA Corp
20240311,0.16773149438202248,NVIDIA Corp
20220301,-0.12433358333333333,Tesla Inc
20220302,-0.04135625806451613,Tesla Inc
20220303,-0.085925625,Tesla Inc
20220304,0.021971033333333334,Tesla Inc
20220305,-0.2514055,Tesla Inc
20220306,-0.05915533333333334,Tesla Inc
20220307,-0.047263936046511634,Tesla Inc
20220308,-0.1130802894736842,Tesla Inc
20220309,-0.07991207960199004,Tesla Inc
20220310,-0.04869675294117647,Tesla Inc
20220311,-0.08328367295597484,Tesla Inc
20220312,-0.054531967741935486,Tesla Inc
20220313,-0.11709417647058822,Tesla Inc
20220314,-0.0865405534591195,Tesla Inc
20220315,-0.08528459398496241,Tesla Inc
20220316,-0.06838327956989247,Tesla Inc
20220317,-0.08403818115942027,Tesla Inc
20220318,-0.08262422222222222,Tesla Inc
20220401,-0.09421770517928287,Tesla Inc
20220402,-0.027367204724409448,Tesla Inc
20220403,-0.056272890909090906,Tesla Inc
20220404,-0.04998378008298755,Tesla Inc
20220405,-0.08234531343283583,Tesla Inc
20220406,-0.06757951069518717,Tesla Inc
20220407,-0.03532748148148148,Tesla Inc
20220501,-0.10435822556390977,Tesla Inc
20220502,-0.13356653267973856,Tesla Inc
20220503,-0.07745552083333335,Tesla Inc
20220504,-0.045544357976653696,Tesla Inc
20220505,-0.09665509743589742,Tesla Inc
20220506,-0.11095372549019607,Tesla Inc
20220507,-0.03844124096385542,Tesla Inc
20220508,-0.10059142187499998,Tesla Inc
20220509,-0.09364965350877191,Tesla Inc
20220510,-0.17108623548387097,Tesla Inc
20220601,-0.1135509190140845,Tesla Inc
20220602,-0.09394962626262628,Tesla Inc
20220603,-0.17333890043290043,Tesla Inc
20220604,-0.16269081111111108,Tesla Inc
20220605,-0.12371114062500001,Tesla Inc
20220606,-0.16440920489296637,Tesla Inc
20220607,-0.09763164251207732,Tesla Inc
20220608,-0.11219194347826088,Tesla Inc
20220609,-0.11711004624277456,Tesla Inc
20220610,-0.09933662837837838,Tesla Inc
20220701,-0.11682855882352942,Tesla Inc
20220702,-0.11815834814814816,Tesla Inc
20220703,-0.11850077142857143,Tesla Inc
20220704,-0.09991446666666666,Tesla Inc
20220705,-0.09814454913294796,Tesla Inc
20220706,-0.06597421078431373,Tesla Inc
20220707,-0.10480195852534564,Tesla Inc
20220708,-0.08617592405063293,Tesla Inc
20220709,0.03397568695652174,Tesla Inc
20220710,0.05555508,Tesla Inc
20220711,0.0046682293233082685,Tesla Inc
20220712,0.06059742605633802,Tesla Inc
20220713,0.054159510489510496,Tesla Inc
20220714,0.1061671818181818,Tesla Inc
20220801,0.11131995488721806,Tesla Inc
20220802,0.05762658139534884,Tesla Inc
20220803,0.1071171082802548,Tesla Inc
20220804,0.07728794331983804,Tesla Inc
20220805,0.05469434545454545,Tesla Inc
20220806,0.008567445783132531,Tesla Inc
20220807,0.11798729787234043,Tesla Inc
20220808,0.10690633333333333,Tesla Inc
20220809,0.054614700892857145,Tesla Inc
20220810,0.07343083168316832,Tesla Inc
20220811,0.08177871874999999,Tesla Inc
20220812,0.11218403225806453,Tesla Inc
20220813,0.18811212121212123,Tesla Inc
20220901,0.05530836363636363,Tesla Inc
20220902,0.08406250704225353,Tesla Inc
20220903,0.1538131875,Tesla Inc
20220904,0.11106914893617022,Tesla Inc
20220905,0.09264,Tesla Inc
20220906,0.1062624340659341,Tesla Inc
20220907,0.055612691428571434,Tesla Inc
20220908,0.07197828936170213,Tesla Inc
20220909,0.11473666326530613,Tesla Inc
20220910,0.14679631034482757,Tesla Inc
20220911,0.11908719354838711,Tesla Inc
20220912,0.14182251219512193,Tesla Inc
20220913,0.006010710382513666,Tesla Inc
20220914,0.07978292178770949,Tesla Inc
20220915,0.10709391071428569,Tesla Inc
20220916,0.14572097560975608,Tesla Inc
20221001,0.11374530263157895,Tesla Inc
20221002,0.08482094244604316,Tesla Inc
20221003,0.023582447174447175,Tesla Inc
20221004,0.05451540948275862,Tesla Inc
20221005,0.05726438408304499,Tesla Inc
20221006,0.05614868085106382,Tesla Inc
20221007,0.05768731111111111,Tesla Inc
20221008,0.07426097849462364,Tesla Inc
20221009,0.051145512500000004,Tesla Inc
20221010,0.038921137566137576,Tesla Inc
20221011,0.06181587654320988,Tesla Inc
20221101,0.06950847577092512,Tesla Inc
20221102,0.08119512068965516,Tesla Inc
20221103,0.06763650505050504,Tesla Inc
20221104,0.02076468098159509,Tesla Inc
20221105,0.11247875352112678,Tesla Inc
20221106,0.07992628070175437,Tesla Inc
20221107,0.06879068902439024,Tesla Inc
20221108,0.05402433073929962,Tesla Inc
20221109,0.053569261437908494,Tesla Inc
20221110,0.03010397523219815,Tesla Inc
20221111,0.06105506521739132,Tesla Inc
20221201,0.0722835909090909,Tesla Inc
20221202,0.04328721126760563,Tesla Inc
20221203,0.1206910625,Tesla Inc
20221204,0.133136,Tesla Inc
20221205,0.015616477707006367,Tesla Inc
20221206,0.0490370625,Tesla Inc
20221207,0.04603977659574468,Tesla Inc
20221208,0.0179842,Tesla Inc
20221209,0.037507408759124096,Tesla Inc
20221210,0.07898368421052632,Tesla Inc
20221211,0.024780764705882363,Tesla Inc
20221212,0.06790369082125605,Tesla Inc
20221213,0.02456765217391305,Tesla Inc
20221214,0.04738061052631579,Tesla Inc
20221215,0.06689257342657341,Tesla Inc
20230101,0.03758352631578948,Tesla Inc
20230102,0.029493659574468083,Tesla Inc
20230103,-0.004003797619047621,Tesla Inc
20230104,0.027751624605678232,Tesla Inc
20230105,0.03954150471698114,Tesla Inc
20230106,0.027743710204081635,Tesla Inc
20230107,-0.040751515625,Tesla Inc
20230108,-0.0005373200000000003,Tesla Inc
20230109,0.06188121238938055,Tesla Inc
20230110,0.06546143558282208,Tesla Inc
20230111,0.10208301775147928,Tesla Inc
20230112,-0.0077551258278145685,Tesla Inc
20230201,0.05925595358649789,Tesla Inc
20230202,0.08811803267973856,Tesla Inc
20230203,0.08604432899022801,Tesla Inc
20230204,0.10172149579831932,Tesla Inc
20230205,0.018246741379310344,Tesla Inc
20230206,0.138241018404908,Tesla Inc
20230207,0.05955932098765432,Tesla Inc
20230208,0.10114551315789472,Tesla Inc
20230209,0.08752456593406592,Tesla Inc
